count,list.address,list.balance,list.balance_lock,list.count_extrinsic,list.is_erc20,list.is_evm_contract,list.kton_balance,list.kton_lock,list.registrar_info,list.ring_lock,list.account_display.address,list.derive_token.ASTR.balance,list.derive_token.ASTR.locked,list.derive_token.ASTR.token,list.derive_token.AUSD.balance,list.derive_token.AUSD.locked,list.derive_token.AUSD.token,list.derive_token.DAI.balance,list.derive_token.DAI.locked,list.derive_token.DAI.token,list.derive_token.DOT.balance,list.derive_token.DOT.locked,list.derive_token.DOT.token,list.derive_token.GLMR.balance,list.derive_token.GLMR.locked,list.derive_token.GLMR.token,list.derive_token.IBTC.balance,list.derive_token.IBTC.locked,list.derive_token.IBTC.token,list.derive_token.INTR.balance,list.derive_token.INTR.locked,list.derive_token.INTR.token,list.derive_token.LDOT.balance,list.derive_token.LDOT.locked,list.derive_token.LDOT.token,list.derive_token.LcDOT.balance,list.derive_token.LcDOT.locked,list.derive_token.LcDOT.token,list.derive_token.PARA.balance,list.derive_token.PARA.locked,list.derive_token.PARA.token,list.derive_token.TAP.balance,list.derive_token.TAP.locked,list.derive_token.TAP.token,list.derive_token.USDC.balance,list.derive_token.USDC.locked,list.derive_token.USDC.token,list.derive_token.WBTC.balance,list.derive_token.WBTC.locked,list.derive_token.WBTC.token,list.derive_token.WETH.balance,list.derive_token.WETH.locked,list.derive_token.WETH.token,list.derive_token.tDOT.balance,list.derive_token.tDOT.locked,list.derive_token.tDOT.token,list.derive_token.LCDOT.balance,list.derive_token.LCDOT.locked,list.derive_token.LCDOT.token
159417,22uoD5QvCJDo9X6XquVkLEFnmCq2BqRWgjXBCfmu1aWBbcBJ,769230.769230769,769230.769230769,0,FALSE,FALSE,0,0,,769230.769230769,22uoD5QvCJDo9X6XquVkLEFnmCq2BqRWgjXBCfmu1aWBbcBJ,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,22xPYpmu13bz2fyFQCuu34d2h81FDrcqkYbBoGGFAKDw16KT,754244.708032773042,603395.4464262144,0,FALSE,FALSE,0,0,,603395.4464262144,22xPYpmu13bz2fyFQCuu34d2h81FDrcqkYbBoGGFAKDw16KT,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,1500000000000000,0,LCDOT
159417,26K6pkb7gCPtfPj9o1ZTxcM7YKBMhmFhqKojvX8duRsNbc3g,695503.667936392027,695501.463334513176,67,FALSE,FALSE,0,0,,695501.463334513176,26K6pkb7gCPtfPj9o1ZTxcM7YKBMhmFhqKojvX8duRsNbc3g,0,0,ASTR,0,0,AUSD,0,0,DAI,188199338059,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,2000074730170813,0,LCDOT
159417,26D5MSoB4dEbbKTwNxZixgbpoLS8LqJMEqQdASFzPvmXmd7f,634297.935276043541,507438.1882192896,0,FALSE,FALSE,0,0,,507438.1882192896,26D5MSoB4dEbbKTwNxZixgbpoLS8LqJMEqQdASFzPvmXmd7f,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,1249989000000000,0,LCDOT
159417,2324hUuha3ASqKsKiLjBGoYMrtsZ4NT7DKkTEd57iUnFzfKB,609210.757613072235,603101.2658130702,116,FALSE,FALSE,0,0,,603101.2658130702,2324hUuha3ASqKsKiLjBGoYMrtsZ4NT7DKkTEd57iUnFzfKB,0,0,ASTR,100000000000,0,AUSD,0,0,DAI,100000000,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,26JqMKx4HJJcmb1kXo24HYYobiK2jURGCq6zuEzFBK3hQ9Ti,609144.563132016008,0,386,FALSE,FALSE,0,0,,0,26JqMKx4HJJcmb1kXo24HYYobiK2jURGCq6zuEzFBK3hQ9Ti,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,21B6SER8NUWRVZcNM8LjAkYoVvms1EN1sKCfxJgTtN7MWpWm,602985.121993172726,0,6033,FALSE,FALSE,0,0,,0,21B6SER8NUWRVZcNM8LjAkYoVvms1EN1sKCfxJgTtN7MWpWm,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,23DhqhsKDDpFnH2GreWy7Sk4dqUmGCCVPGk5Lpr84jxzBh5T,576368.164047581836,0,14655,FALSE,FALSE,0,0,,0,23DhqhsKDDpFnH2GreWy7Sk4dqUmGCCVPGk5Lpr84jxzBh5T,0,0,ASTR,142217151609033482,0,AUSD,0,0,DAI,360213242287592,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,26QV5w7QS5AukueDYsa33dVeN1saaCZ6PZTHEoY4gkwTzK6e,555555.644743016145,555555.555555556666,9,FALSE,FALSE,0,0,,555555.555555556666,26QV5w7QS5AukueDYsa33dVeN1saaCZ6PZTHEoY4gkwTzK6e,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,212RBF681fG3ju4gtEbp8QdcT2n37nTNUz8MA46dbbjLcJHh,551565.078850299471,551564.481260768016,12,FALSE,FALSE,0,0,,551564.481260768016,212RBF681fG3ju4gtEbp8QdcT2n37nTNUz8MA46dbbjLcJHh,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,2000000000000000,0,LCDOT
159417,25E6kZNcHdLYUjQh96WSwP9yTpiAGqg8F9gKj75Jusy9B92V,548256.927667646801,438605.3821330944,0,FALSE,FALSE,0,0,,438605.3821330944,25E6kZNcHdLYUjQh96WSwP9yTpiAGqg8F9gKj75Jusy9B92V,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,21Nj5VvuPSwzbNVJvuqmTtMG6KmM35yt5oZkesQE9adqfJKy,537349.512499999992,537349.512499999992,0,FALSE,FALSE,0,0,,537349.512499999992,21Nj5VvuPSwzbNVJvuqmTtMG6KmM35yt5oZkesQE9adqfJKy,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,26JeaYLbPjkL4RQ1btZVMG68uMkxujDapCdGvyDwSGzPyUtz,532491.454643668291,27336.158399199446,13,FALSE,FALSE,0,0,,27336.158399199446,26JeaYLbPjkL4RQ1btZVMG68uMkxujDapCdGvyDwSGzPyUtz,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,99949998404434,0,LCDOT
159417,25BS6oNXuoxjT2g7esVcoY8fYY4sNBoG6qbboyLJ7EEYjZrL,530508.628886255817,424406.5831079424,0,FALSE,FALSE,0,0,,424406.5831079424,25BS6oNXuoxjT2g7esVcoY8fYY4sNBoG6qbboyLJ7EEYjZrL,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,1000000000000000,0,LCDOT
159417,25MQ2fW26bb3hkFyqf5goWpP9BfMzgQdsPcpTrNLGtXsuW5a,526000,0,0,FALSE,FALSE,0,0,,0,25MQ2fW26bb3hkFyqf5goWpP9BfMzgQdsPcpTrNLGtXsuW5a,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,24DYKM9LKtAcoWYke5oegdapiyXy6Un8i1ohYSVqxDB1rF5s,521417.749168675317,0,938,FALSE,FALSE,0,0,,0,24DYKM9LKtAcoWYke5oegdapiyXy6Un8i1ohYSVqxDB1rF5s,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,219RBMq5eQ2ouJzpDz6dVUvJwZh99MUSjaThqWSqTw1qaknT,519977.838861250954,3.7642945536,0,FALSE,FALSE,0,0,,3.7642945536,219RBMq5eQ2ouJzpDz6dVUvJwZh99MUSjaThqWSqTw1qaknT,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,10000000000,0,LCDOT
159417,26M6JrnvKr1xHKBRPVx9VCXXyH4D1NBxDPtUJhp29Zs5hTu3,516669.283788998389,413335.1070309888,0,FALSE,FALSE,0,0,,413335.1070309888,26M6JrnvKr1xHKBRPVx9VCXXyH4D1NBxDPtUJhp29Zs5hTu3,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,1000000000000000,0,LCDOT
159417,22EZF9tC9WRghD8BHFfk6QHF1PbS15RJcq4t1w8fFNX83brv,461538.461538462,461538.461538462,0,FALSE,FALSE,0,0,,461538.461538462,22EZF9tC9WRghD8BHFfk6QHF1PbS15RJcq4t1w8fFNX83brv,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,21hRus7VKA5qLuGtWJkfTN4iSBfZXx9XixS51XMA1AkSxysG,461538.461538462,461538.461538462,0,FALSE,FALSE,0,0,,461538.461538462,21hRus7VKA5qLuGtWJkfTN4iSBfZXx9XixS51XMA1AkSxysG,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,227gbndC6waTdbyxCuhccqZkp4dggJDMs5VasmXixGHX2h7t,431793.853997308224,431787.567165696,2,FALSE,FALSE,0,0,,431787.567165696,227gbndC6waTdbyxCuhccqZkp4dggJDMs5VasmXixGHX2h7t,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,26Xwci26cruMdqPWGAmCbKYx6YZbeyck5V2TZUd4At373Xb9,423538.668028099964,422831.2707569664,1,FALSE,FALSE,0,0,,422831.2707569664,26Xwci26cruMdqPWGAmCbKYx6YZbeyck5V2TZUd4At373Xb9,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,1000000000000,0,LCDOT
159417,236ERtN7n3eAXJTUSYnnG89neEK6tdDHqgXzCETNXE2zwE2c,416666.666666667,416666.666666667,0,FALSE,FALSE,0,0,,416666.666666667,236ERtN7n3eAXJTUSYnnG89neEK6tdDHqgXzCETNXE2zwE2c,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,266TVzWgEc7stAWc4YnfPVs442twSYAdfEf9s3Hqi2dYbmfY,405962.835699721119,291211.337783347384,8,FALSE,FALSE,0,0,,291211.337783347384,266TVzWgEc7stAWc4YnfPVs442twSYAdfEf9s3Hqi2dYbmfY,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,1333432132461038,0,LCDOT
159417,23L2DF1Woae5jbXLrjoQJ63NvyT2xVSV2ZRPBxC1A4qubCUL,400009.984287080351,399999.999999168,7,FALSE,FALSE,0,0,,399999.999999168,23L2DF1Woae5jbXLrjoQJ63NvyT2xVSV2ZRPBxC1A4qubCUL,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,22pdAuhp5unesxVxZj41jNo4Lvcky9Zybx5tHxfv5yhVBVPo,395913.1861394876,316730.3889028608,0,FALSE,FALSE,0,0,,316730.3889028608,22pdAuhp5unesxVxZj41jNo4Lvcky9Zybx5tHxfv5yhVBVPo,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,746290000000000,0,LCDOT
159417,22cYJBz4g9BCw8ZV88F8wAPrnWM8iZ98ysRXxUMVkykdZt22,391470.52067,0,0,FALSE,FALSE,0,0,,0,22cYJBz4g9BCw8ZV88F8wAPrnWM8iZ98ysRXxUMVkykdZt22,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,233jvuwaGprRLWvDCY4mSgffUFJL3K2uAq1LWkKqbAjP2C7N,389326.591642980389,389322.069107316627,17,FALSE,FALSE,0,0,,389322.069107316627,233jvuwaGprRLWvDCY4mSgffUFJL3K2uAq1LWkKqbAjP2C7N,0,0,ASTR,236646716534,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,1000000000000000,0,LCDOT
159417,25Kdyeh8XTyh8gFWvVHZq2K9ihZKLuzJxAuLfCNEFzswjGBY,389219.092863516248,268450.759552265744,37,FALSE,FALSE,0,0,,268450.759552265744,25Kdyeh8XTyh8gFWvVHZq2K9ihZKLuzJxAuLfCNEFzswjGBY,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,899606000000000,0,LCDOT
159417,25ArZD1YT1mrNpxr3a1DhoVwrP936PQ31Xc1cuHPJFNV426L,385441.224999999996,385441.224999999996,0,FALSE,FALSE,0,0,,385441.224999999996,25ArZD1YT1mrNpxr3a1DhoVwrP936PQ31Xc1cuHPJFNV426L,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,236MLGmGEScSmVctPiL9uAFJQ33C1j7PbLGzxGHYxqxTegfY,381719.312659059985,0,8,FALSE,FALSE,0,0,,0,236MLGmGEScSmVctPiL9uAFJQ33C1j7PbLGzxGHYxqxTegfY,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,23h6LGMfgv3jxrnjUBD8wtfswfLyu8Pt3k4MfYGFsmEZ36mb,379044.351488494194,130858.193039967504,12,FALSE,FALSE,0,0,,130858.193039967504,23h6LGMfgv3jxrnjUBD8wtfswfLyu8Pt3k4MfYGFsmEZ36mb,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,215LaF2eyLx23pVRLNki75uU7QRSiJ3keCYct9yDKJaSFRsG,375401.705262432837,0,8,FALSE,FALSE,0,0,,0,215LaF2eyLx23pVRLNki75uU7QRSiJ3keCYct9yDKJaSFRsG,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,25x5qEw3ATizsnz92EgC1w1CdATEjSnWKmprTFy467fFihuJ,375018.797917774131,375000,1,FALSE,FALSE,0,0,,375000,25x5qEw3ATizsnz92EgC1w1CdATEjSnWKmprTFy467fFihuJ,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,21NUgcf7GuY7o5wmDGRPx5iqCdhXwBrccpowdJfrqP46r9VX,375000,375000,0,FALSE,FALSE,0,0,,375000,21NUgcf7GuY7o5wmDGRPx5iqCdhXwBrccpowdJfrqP46r9VX,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,,,
159417,21qbrBRYjMUFFJwSJsiCZsZ8WbDz5Hncr79aBjawZSynDyJq,369490.854829815963,369489.670970544,2,FALSE,FALSE,0,0,,369489.670970544,21qbrBRYjMUFFJwSJsiCZsZ8WbDz5Hncr79aBjawZSynDyJq,0,0,ASTR,0,0,AUSD,0,0,DAI,0,0,DOT,0,0,GLMR,0,0,IBTC,0,0,INTR,0,0,LDOT,0,0,LcDOT,0,0,PARA,0,0,TAP,0,0,USDC,0,0,WBTC,0,0,WETH,0,0,tDOT,900000000000000,0,LCDOT
